unique_id,Graduation_year,study_level,job_title,Industry,School,study_program,time_to_job_after_graduation,current_status,degree_required_for_job,career_prep_talked_faculty,career_prep_attended_fair,career_prep_worked_in_field,career_prep_used_career_services,other_courses_to_take,other_courses_to_take.1,alumni_registered,alumni_interest_info
367556,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367567,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
367578,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367589,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,BM,,
367600,,1,early_others,,,OTHER,,0,,1,1,1,0,BM,OTHER,,
367611,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367622,,1,technical_professional,,,OTHER,0.25,1,1,1,1,1,0,OTHER,OTHER,,
367633,,1,early_others,,,OTHER,,0,,0,0,0,0,LPS,OTHER,,
367644,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,BM,,
367655,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367666,,1,early_others,,,OTHER,0.25,1,1,1,1,1,1,BM,OTHER,,
367677,,1,early_others,,,OTHER,,0,,1,0,1,0,OTHER,CDQ,,
367688,,1,early_others,,,OTHER,,0,,1,0,0,1,BM,OTHER,,
367699,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
367710,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
367721,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367732,,1,early_others,,,OTHER,,0,,0,0,1,0,BM,OTHER,,
367743,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
367754,,1,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,OTHER,BM,,
367765,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
367776,,1,early_others,,,OTHER,,0,,1,1,1,0,OTHER,OTHER,,
367787,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367798,,1,early_others,,,OTHER,,0,,1,1,0,0,OTHER,BM,,
367809,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
367820,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,BM,,
367831,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
367842,,1,technical_professional,,,OTHER,0.25,1,0,0,0,1,1,BM,OTHER,,
367853,,1,admin_sales,,,OTHER,Other,1,1,0,0,1,0,BM,OTHER,,
367864,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367875,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
367886,,0,technical_professional,,,OTHER,,1,1,,,,,OTHER,CDQ,,
367897,,1,admin_sales,,,OTHER,0.25,1,1,0,0,1,0,OTHER,OTHER,,
367908,,1,early_others,,,OTHER,,0,,1,0,0,0,OTHER,OTHER,,
367919,,1,early_others,,,OTHER,,1,,0,0,0,0,OTHER,OTHER,,
367930,,1,technical_professional,,,OTHER,0.5,1,1,0,0,0,1,OTHER,OTHER,,
367941,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367952,,1,early_others,,,OTHER,,1,,0,0,0,0,OTHER,OTHER,,
367963,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367974,,1,early_others,,,OTHER,,1,,0,0,1,0,BM,OTHER,,
367985,,1,admin_sales,,,OTHER,0.25,1,1,0,1,1,0,OTHER,CDQ,,
367996,,1,admin_sales,,,OTHER,0.25,1,1,1,0,0,0,OTHER,OTHER,,
368007,,1,technical_professional,,,OTHER,0.25,1,1,1,1,1,0,OTHER,OTHER,,
368018,,1,early_others,,,OTHER,0.5,1,0,0,0,1,0,OTHER,BM,,
368029,,1,admin_sales,,,OTHER,0.25,1,0,1,1,1,1,OTHER,BM,,
368040,,1,early_others,,,OTHER,0.5,1,1,0,0,1,0,OTHER,LPS,,
368051,,1,senior_executives,,,OTHER,0.25,1,1,0,0,0,0,OTHER,BM,,
368062,,1,early_others,,,OTHER,0.25,1,1,0,0,0,0,OTHER,OTHER,,
368073,,1,early_others,,,OTHER,,0,,0,1,1,0,BM,OTHER,,
368084,,1,admin_sales,,,OTHER,0.25,1,0,0,0,0,0,BM,OTHER,,
368095,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
368106,,1,early_others,,,OTHER,,0,,1,1,0,1,OTHER,OTHER,,
368117,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
368128,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
368139,,1,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,BM,OTHER,,
368150,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
368161,,1,early_others,,,OTHER,,1,,0,1,0,0,LPS,OTHER,,
368172,,1,technical_professional,,,OTHER,0.5,1,1,0,1,1,0,OTHER,OTHER,,
368183,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
368194,,1,early_others,,,OTHER,,0,,0,0,1,0,BM,OTHER,,
368205,,0,technical_professional,,,OTHER,,1,1,,,,,BM,OTHER,,
368216,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
368227,,1,admin_sales,,,OTHER,0.25,1,1,0,0,1,0,LPS,OTHER,,
368238,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,LPS,,
368249,,1,early_others,,,OTHER,0.25,1,0,0,0,1,0,CDQ,OTHER,,
368260,,1,early_others,,,OTHER,,0,,0,1,1,0,OTHER,OTHER,,
368271,,1,early_others,,,OTHER,,1,,0,0,1,0,OTHER,OTHER,,
368282,,1,technical_professional,,,OTHER,0.5,1,1,1,0,1,1,OTHER,LPS,,
368293,,1,early_others,,,OTHER,,0,,1,1,1,1,CDQ,OTHER,,
368304,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
368315,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
368326,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
368337,,1,early_others,,,OTHER,0.25,1,1,1,0,0,0,OTHER,BM,,
368348,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
368359,,1,early_others,,,OTHER,,0,,1,1,0,0,OTHER,OTHER,,
368370,,1,early_others,,,OTHER,,0,,1,1,1,0,OTHER,OTHER,,
368381,,1,early_others,,,CDQ,,0,,0,0,0,0,CDQ,OTHER,,
368392,,0,technical_professional,,,OTHER,,1,0,,,,,OTHER,OTHER,,
368403,,1,technical_professional,,,OTHER,Other,1,1,1,1,1,1,OTHER,BM,,
368414,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
368425,,1,early_others,,,OTHER,0.25,1,1,1,0,0,0,BM,OTHER,,
368436,,1,early_others,,,OTHER,0.25,1,1,1,1,1,0,OTHER,CDQ,,
368447,,1,admin_sales,,,OTHER,0.25,1,1,0,0,1,0,BM,OTHER,,
368458,,1,early_others,,,OTHER,,1,,0,0,1,1,OTHER,OTHER,,
368469,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
368480,,1,technical_professional,,,OTHER,Other,1,1,0,0,1,0,OTHER,OTHER,,
368491,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
368502,,1,early_others,,,OTHER,,1,,1,0,0,0,BM,OTHER,,
368513,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,,
368524,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,,
368535,,0,early_others,,,OTHER,,1,0,,,,,OTHER,OTHER,,
368546,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
368557,,1,early_others,,,OTHER,,0,,0,1,1,0,CDQ,OTHER,,
368568,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,LPS,,
368579,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
368590,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
368601,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
368612,,1,technical_professional,,,OTHER,0.5,1,0,1,1,1,0,BM,OTHER,,
368623,,1,early_others,,,OTHER,,0,,1,0,0,0,OTHER,OTHER,,
368634,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
368645,,1,early_others,,,OTHER,,0,,0,0,0,0,LPS,OTHER,,
368656,,0,admin_sales,,,OTHER,,1,0,,,,,LPS,OTHER,,
368667,,1,admin_sales,,,OTHER,0.5,1,1,0,0,1,1,BM,OTHER,,
368678,,1,technical_professional,,,OTHER,Other,1,1,1,1,1,1,OTHER,CDQ,,
368689,,0,senior_executives,,,OTHER,,1,1,,,,,LPS,OTHER,,
368700,,0,technical_professional,,,OTHER,,1,0,,,,,OTHER,OTHER,,
368711,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
368722,,0,senior_executives,,,OTHER,,1,1,,,,,LPS,OTHER,,
368733,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
368744,,1,early_others,,,OTHER,,0,,1,0,0,0,BM,OTHER,,
368755,,1,early_others,,,OTHER,,0,,1,0,0,0,BM,OTHER,,
368766,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
368777,,1,early_others,,,BM,,0,,0,0,0,0,BM,OTHER,,
368788,,0,technical_professional,,,OTHER,,1,0,,,,,BM,OTHER,,
368799,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,CDQ,,
368810,,1,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,LPS,OTHER,,
368821,,1,early_others,,,OTHER,0.25,1,1,0,1,0,0,OTHER,CDQ,,
368832,,1,early_others,,,OTHER,,0,,1,0,1,0,CDQ,OTHER,,
368843,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
368854,,1,early_others,,,OTHER,,0,,1,0,0,0,OTHER,OTHER,,
368865,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
368876,,1,early_others,,,OTHER,,0,,0,1,0,0,CDQ,OTHER,,
368887,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
368898,,1,technical_professional,,,OTHER,0.25,1,1,0,1,1,1,CDQ,OTHER,,
368909,,1,early_others,,,OTHER,,1,,1,0,0,0,OTHER,OTHER,,
368920,,1,technical_professional,,,OTHER,0.25,1,1,1,1,1,0,CDQ,OTHER,,
368931,,1,early_others,,,OTHER,0.25,1,0,0,0,0,0,OTHER,OTHER,,
368942,,1,early_others,,,BM,,0,,0,0,0,0,BM,OTHER,,
368953,,1,senior_executives,,,OTHER,Other,1,0,0,0,1,0,BM,OTHER,,
368964,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
368975,,0,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
368986,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
368997,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
369008,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369019,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
369030,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
369041,,1,early_others,,,OTHER,,1,,1,1,0,0,OTHER,OTHER,,
369052,,1,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,OTHER,OTHER,,
369063,,1,early_others,,,OTHER,,0,,0,0,0,0,CDQ,OTHER,,
369074,,1,technical_professional,,,OTHER,0.25,1,1,1,1,1,0,BM,OTHER,,
369085,,1,early_others,,,OTHER,,1,,0,0,1,0,OTHER,BM,,
369096,,1,early_others,,,OTHER,,0,,0,0,1,0,CDQ,OTHER,,
369107,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,LPS,,
369118,,1,technical_professional,,,OTHER,0.25,1,1,1,1,1,1,OTHER,OTHER,,
369129,,1,technical_professional,,,OTHER,Other,1,0,0,1,1,1,OTHER,OTHER,,
369140,,1,early_others,,,OTHER,,0,,1,1,1,1,OTHER,BM,,
369151,,1,admin_sales,,,OTHER,0.25,1,0,0,1,1,0,BM,OTHER,,
369162,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369173,,0,admin_sales,,,OTHER,,1,1,,,,,OTHER,OTHER,,
369184,,1,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,LPS,OTHER,,
369195,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369206,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,CDQ,,
369217,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,CDQ,,
369228,,0,technical_professional,,,OTHER,,1,0,,,,,OTHER,BM,,
369239,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
369250,,1,early_others,,,OTHER,,0,,1,1,1,0,OTHER,OTHER,,
369261,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
369272,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369283,,1,technical_professional,,,OTHER,0.25,1,1,0,0,0,0,OTHER,OTHER,,
369294,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369305,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,CDQ,,
369316,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
369327,,1,early_others,,,OTHER,,0,,1,1,1,1,OTHER,OTHER,,
369338,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,CDQ,,
369349,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,CDQ,,
369360,,1,early_others,,,OTHER,,0,,0,1,0,0,BM,OTHER,,
369371,,1,early_others,,,OTHER,,0,,1,0,1,1,OTHER,OTHER,,
369382,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
369393,,0,early_others,,,OTHER,,0,,,,,,OTHER,OTHER,,
369404,,0,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369415,,0,early_others,,,OTHER,,1,1,,,,,OTHER,OTHER,,
369426,,0,senior_executives,,,OTHER,,1,1,,,,,BM,OTHER,,
369437,,1,early_others,,,OTHER,,,,0,0,0,0,OTHER,OTHER,,
369448,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,CDQ,,
369459,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369470,,1,early_others,,,OTHER,,1,,0,0,0,0,OTHER,OTHER,,
369481,,0,technical_professional,,,OTHER,,1,1,,,,,BM,OTHER,,
369492,,1,early_others,,,OTHER,,0,,1,0,0,0,OTHER,LPS,,
369503,,1,early_others,,,OTHER,,0,,1,1,0,1,BM,OTHER,,
369514,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
369525,,1,early_others,,,OTHER,,1,,1,1,0,0,LPS,OTHER,,
369536,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369547,,1,early_others,,,OTHER,,0,,0,0,0,0,LPS,OTHER,,
369558,,0,senior_executives,,,OTHER,,1,0,,,,,OTHER,OTHER,,
369569,,0,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369580,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,CDQ,,
369591,,0,technical_professional,,,OTHER,,1,1,,,,,BM,OTHER,,
369602,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
369613,,0,senior_executives,,,OTHER,,1,1,,,,,BM,OTHER,,
369624,,0,senior_executives,,,OTHER,,1,1,,,,,BM,OTHER,,
369635,,1,technical_professional,,,OTHER,0.25,1,1,1,0,1,0,OTHER,CDQ,,
369646,,0,admin_sales,,,OTHER,,1,0,,,,,OTHER,OTHER,,
369657,,0,early_others,,,OTHER,,1,1,,,,,OTHER,OTHER,,
369668,,0,early_others,,,OTHER,,1,,,,,,CDQ,OTHER,,
369679,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369690,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
369701,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369712,,1,early_others,,,OTHER,,0,,1,0,0,0,BM,OTHER,,
369723,,1,admin_sales,,,OTHER,0.25,1,0,1,0,0,0,OTHER,OTHER,,
369734,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
369745,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369756,,1,early_others,,,OTHER,,1,,0,0,0,0,CDQ,OTHER,,
369767,,1,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,,
369778,,1,admin_sales,,,OTHER,0.5,1,0,0,0,0,0,BM,OTHER,,
369789,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
369800,,1,early_others,,,OTHER,,0,,0,0,1,0,LPS,OTHER,,
369811,,1,technical_professional,,,OTHER,Other,1,1,0,1,0,0,BM,OTHER,,
369822,,0,early_others,,,OTHER,,0,,,,,,OTHER,OTHER,,
369833,,1,technical_professional,,,OTHER,Other,1,1,0,0,0,0,BM,OTHER,,
369844,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,LPS,,
369855,,0,early_others,,,OTHER,,0,,,,,,LPS,OTHER,,
369866,,0,early_others,,,OTHER,,0,,,,,,OTHER,BM,,
369877,,1,technical_professional,,,OTHER,0.25,1,0,0,0,0,1,OTHER,OTHER,,
369888,,1,admin_sales,,,OTHER,0.5,1,0,0,1,0,0,OTHER,CDQ,,
369899,,1,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,,
369910,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
369921,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369932,,1,technical_professional,,,OTHER,0.25,1,0,0,0,1,0,OTHER,OTHER,,
369943,,1,early_others,,,OTHER,,0,,1,0,0,0,OTHER,LPS,,
369954,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,CDQ,,
369965,,1,early_others,,,OTHER,0.5,1,1,0,0,1,0,OTHER,OTHER,,
369976,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
369987,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
369998,,0,early_others,,,OTHER,,1,,,,,,OTHER,OTHER,,
370009,,0,senior_executives,,,OTHER,,1,0,,,,,OTHER,BM,,
370020,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
370031,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
370042,,1,technical_professional,,,OTHER,0.5,1,1,0,0,0,0,OTHER,OTHER,,
370053,,1,technical_professional,,,OTHER,0.25,1,0,0,0,1,0,OTHER,OTHER,,
370064,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
370075,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,BM,,
370086,,1,early_others,,,OTHER,,0,,1,0,0,0,BM,OTHER,,
370097,,0,early_others,,,OTHER,,1,1,,,,,BM,OTHER,,
370108,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
370119,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
370130,,0,early_others,,,OTHER,,1,1,,,,,OTHER,LPS,,
370141,,0,technical_professional,,,OTHER,,1,0,,,,,BM,OTHER,,
370152,,1,early_others,,,OTHER,,0,,1,1,0,0,OTHER,OTHER,,
370163,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
370174,,0,early_others,,,OTHER,,1,,,,,,OTHER,OTHER,,
370185,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
370196,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
370207,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
370218,,0,senior_executives,,,OTHER,,1,0,,,,,OTHER,OTHER,,
370229,,1,early_others,,,OTHER,,0,,1,1,1,1,CDQ,OTHER,,
370240,,1,early_others,,,OTHER,,1,,0,0,1,0,OTHER,OTHER,,
370251,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
370262,,1,admin_sales,,,OTHER,0.25,1,1,0,0,1,0,BM,OTHER,,
370273,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
370284,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
370295,,1,early_others,,,OTHER,Other,1,0,0,0,1,0,OTHER,OTHER,,
370306,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
370317,,0,technical_professional,,,OTHER,,1,1,,,,,OTHER,OTHER,,
370328,,0,early_others,,,OTHER,,1,0,,,,,OTHER,OTHER,,
370339,,1,early_others,,,OTHER,Other,1,0,0,0,1,0,OTHER,OTHER,,
370350,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
370361,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,LPS,,
370372,,1,early_others,,,OTHER,Other,1,0,0,0,1,0,OTHER,OTHER,,
370383,,1,technical_professional,,,OTHER,0.25,1,1,1,0,1,0,OTHER,LPS,,
370394,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
370405,,1,early_others,,,OTHER,0.5,1,0,1,0,1,0,OTHER,OTHER,,
370416,,1,early_others,,,OTHER,,0,,1,0,0,0,OTHER,LPS,,
370427,,1,early_others,,,OTHER,,0,,1,0,1,1,LPS,OTHER,,
370438,,0,early_others,,,OTHER,,0,,,,,,BM,OTHER,,
370449,,1,early_others,,,OTHER,,0,,0,1,1,0,OTHER,CDQ,,
370460,,0,early_others,,,OTHER,,1,,,,,,OTHER,OTHER,,
370471,,1,early_others,,,OTHER,,0,,1,0,0,1,CDQ,OTHER,,
370482,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,LPS,,
370493,,0,early_others,,,OTHER,,1,1,,,,,LPS,OTHER,,
370504,,0,technical_professional,,,OTHER,,1,1,,,,,OTHER,OTHER,,
370515,,0,early_others,,,OTHER,,1,,,,,,OTHER,OTHER,,
370526,,0,early_others,,,OTHER,,1,0,,,,,OTHER,OTHER,,
370537,,0,technical_professional,,,OTHER,,1,1,,,,,OTHER,OTHER,,
370548,,1,early_others,,,OTHER,,0,,1,1,0,1,OTHER,CDQ,,
370559,,1,early_others,,,OTHER,,1,,1,0,0,0,OTHER,OTHER,,
370570,,1,early_others,,,OTHER,,1,,0,0,0,0,OTHER,LPS,,
370581,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
370592,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
370603,,0,early_others,,,OTHER,,1,1,,,,,BM,OTHER,,
370614,,0,senior_executives,,,OTHER,,1,0,,,,,BM,OTHER,,
370625,,1,early_others,,,OTHER,,0,,0,1,1,0,OTHER,OTHER,,
370636,,1,early_others,,,OTHER,Other,1,0,0,1,0,0,OTHER,OTHER,,
370647,,0,technical_professional,,,OTHER,,1,1,,,,,OTHER,OTHER,,
370658,,0,early_others,,,OTHER,,1,1,,,,,OTHER,OTHER,,
370669,,1,technical_professional,,,OTHER,0.25,1,0,0,1,1,1,OTHER,OTHER,,
370680,,0,technical_professional,,,OTHER,,1,1,,,,,OTHER,OTHER,,
370691,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
370702,,0,senior_executives,,,OTHER,,1,0,,,,,OTHER,OTHER,,
370713,,1,early_others,,,OTHER,,0,,0,0,0,0,LPS,OTHER,,
370724,,1,admin_sales,,,OTHER,0.25,1,1,1,1,1,0,OTHER,OTHER,,
370735,,0,technical_professional,,,OTHER,,1,1,,,,,CDQ,OTHER,,
370746,,0,early_others,,,OTHER,,1,,,,,,OTHER,OTHER,,
370757,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
370768,,1,early_others,,,OTHER,,1,,0,0,0,0,OTHER,OTHER,,
370779,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
370790,,1,early_others,,,OTHER,0.25,1,0,0,0,1,0,BM,OTHER,,
370801,,0,senior_executives,,,OTHER,,1,0,,,,,OTHER,OTHER,,
370812,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
370823,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
370834,,0,early_others,,,OTHER,,1,0,,,,,BM,OTHER,,
370845,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
370856,,0,senior_executives,,,OTHER,,1,0,,,,,OTHER,OTHER,,
370867,,0,early_others,,,OTHER,,1,0,,,,,OTHER,BM,,
370878,,0,technical_professional,,,OTHER,,1,0,,,,,BM,OTHER,,
370889,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
370900,,0,early_others,,,OTHER,,1,,,,,,OTHER,OTHER,,
370911,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
370922,,1,early_others,,,OTHER,,0,,1,1,0,0,LPS,OTHER,,
370933,,0,early_others,,,OTHER,,1,1,,,,,OTHER,OTHER,,
370944,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
370955,,0,early_others,,,OTHER,,1,1,,,,,OTHER,OTHER,,
370966,,0,early_others,,,OTHER,,1,1,,,,,OTHER,OTHER,,
370977,,0,early_others,,,OTHER,,0,,,,,,OTHER,LPS,,
370988,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
370999,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
371010,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
371021,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
371032,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
371043,,1,early_others,,,OTHER,,0,,1,0,1,0,OTHER,LPS,,
371054,,1,early_others,,,OTHER,,0,,1,0,0,0,LPS,OTHER,,
371065,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,CDQ,,
371076,,1,early_others,,,OTHER,0.25,1,1,0,0,1,0,OTHER,BM,,
371087,,1,early_others,,,OTHER,0.5,1,0,0,0,0,0,OTHER,OTHER,,
371098,,1,early_others,,,OTHER,,1,,0,0,1,0,OTHER,OTHER,,
371109,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
371120,,1,early_others,,,OTHER,,0,,1,0,1,1,CDQ,OTHER,,
371131,,0,senior_executives,,,OTHER,,1,0,,,,,BM,OTHER,,
371142,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,LPS,,
371153,,1,early_others,,,OTHER,,0,,1,1,1,1,LPS,OTHER,,
371164,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
371175,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
371186,,1,early_others,,,OTHER,,0,,1,0,0,0,OTHER,LPS,,
371197,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
371208,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
371219,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
371230,,1,early_others,,,OTHER,,0,,1,0,0,0,OTHER,LPS,,
371241,,0,technical_professional,,,OTHER,,1,0,,,,,OTHER,BM,,
371252,,1,early_others,,,OTHER,,0,,0,0,1,0,LPS,OTHER,,
371263,,1,early_others,,,OTHER,,0,,1,0,1,1,BM,OTHER,,
371274,,1,early_others,,,OTHER,,0,,0,1,1,0,OTHER,CDQ,,
371285,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,CDQ,,
371296,,1,early_others,,,OTHER,,0,,1,0,1,0,OTHER,LPS,,
371307,,0,early_others,,,OTHER,,1,1,,,,,OTHER,OTHER,,
371318,,1,senior_executives,,,OTHER,Other,1,0,0,0,1,0,OTHER,OTHER,,
371329,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
371340,,1,early_others,,,OTHER,,0,,0,0,0,1,OTHER,OTHER,,
